DATE,FLT_NUM,AC_REG,DEP_STA,ARR_STA,ATA,INC_TYPE,DEL_CODE,TECH_DEL,TRAFFIC_DEL,DEL_DURR,WEIGHT,TTDR
2022-05-27,IP-101,PK-PWC,DPS,CGK,29,DELAY,47,35,15,50,2,"14.50 WITA : A/C BLOCK OFF AND PUSH BACK (FIRST DEPARTURE)
15.00 WITA: A/C RTG WITH PROBLEM "" PTU FAULT DURING START WITHOUT FAULT INDICATION ON OVERHEAD PANEL""
15.00-15.30 WITA : RECTIFICATION ( CHEX PFR 29-00 HYD PTU FAULT,RESET CB OF PTU AND DO OPERATIONAL TEST OF THE ALL HYD SYSTEM RESULT SATISFIED. REF TSM TASK 29-23-00-810-808A
AMM 29-23-000-003A
15.30 - 15.45 WITA : REQ SLOT AND TRAFFIC
15.45 WITA : A/C PUSH BACK"
